기관명,기관구분,주소,홈페이지
금산제일정신건강의학과의원,의원,충청남도금산군금산읍인삼로87(),
금정구보건소,보건소,부산광역시금정구중앙대로1777,
금천구보건소,보건소,서울특별시금천구시흥대로73길70,
금천키다리정신건강의학과의원,의원,서울특별시금천구시흥대로403셈프레팜902호(독산동),
금촌혜민의집,정신재활시설,경기도파주시조리읍송비말길22성원아파트102동703호,www.WAZZANG.NET/0319460023
기독성심원,정신요양시설,충청남도천안시동남구성남면성심원길124,www.gdssw.or.kr
기린정신건강의학과의원,의원,서울특별시강남구봉은사로4742층203호(삼성동쌍용플래티넘),https://girinmind.modoo.at/
기쁜마음정신건강의학과의원,의원,경기도수원시장안구만석로19번길11-3209호(천천동),
기쁜우리사회복귀시설,정신재활시설,부산광역시영도구함지로33-10,www.jelyoung.or.kr
기쁨해,정신재활시설,경기도고양시덕양구고양대로1395번길763층,blog.naver.com/marika81
기장군보건소,보건소,부산광역시기장군기장읍기장대로560,
기장정신건강의학과의원,의원,부산광역시기장군기장읍읍내로108-1108,
기흥마음정신건강의학과의원,의원,경기도용인시기흥구구갈로70메가타운306호(구갈동),
길벗,정신재활시설,경기도화성시병점로17-7201호(진안동),
길벗둥지,정신재활시설,서울특별시동대문구서울시립대로18길361층,www.길벗둥지.com
길벗정신건강의학과의원,의원,경기도하남시미사강변동로73미사강변노블레스605606607호(망월동),
길병원,광역정신건강복지센터,인천광역시남동구남동대로774번길24,www.imhc.or.kr
길정신건강센터,정신재활시설,제주특별자치도제주시한림읍한림뱅디길88-17,www.jejumental.or.kr
길정의료재단대남병원,기초정신건강복지센터,부산광역시사상구가야대로196번길513층다누림센터,www.ssmhc.co.kr
김경우정신건강의학과의원,의원,부산광역시동래구온천장로15층(온천동),
김경진정신건강의학과의원,의원,인천광역시부평구평천로3862층(삼산동),
김규태신경정신과의원,의원,경상북도문경시중앙로161(점촌동),
김규호정신건강의학과의원,의원,부산광역시북구금곡대로285번길5401호(화명동레지던스라움),
김대혁정신건강의학과의원,의원,대구광역시달서구달구벌대로1530301동307호(감삼동),
김덕호정신건강의학과의원,의원,부산광역시부산진구중앙대로804(전포동),
김동인정신건강의학과의원,의원,전라북도전주시완산구안행3길101~3층(삼천동1가),
김동진정신건강의학과의원,의원,부산광역시사하구다대로5474층(다대동),
김동현정신건강의학과의원,의원,서울특별시강남구언주로8694층(신사동),
김량진정신건강의학과의원,의원,전라남도순천시이수로3152층(조례동),
김문엽정신건강의학과의원,의원,서울특별시광진구아차산로431상가1-205호(구의동강변에스케이뷰),
김민철정신건강의학과의원,의원,부산광역시동래구명륜로106혜준빌딩5층(명륜동),
김병수정신건강의학과의원,의원,서울특별시서초구서초중앙로125로이어즈타워2층203호(서초동),
김병후정신건강의학과의원,의원,서울특별시서초구반포대로287407408-1호(반포동래미안퍼스티지중심상가),
김봉준정신건강의학과의원,의원,전라북도남원시남문로437(하정동),
김상국정신건강의학과의원,의원,대전광역시서구대덕대로2025층(둔산동),
김상준정신건강의학과의원,의원,서울특별시중랑구동일로802(중화동),
김선무정신건강의학과의원,의원,대전광역시동구대전로7993층301호(중동주원빌딩),
김선미신경정신과의원,의원,서울특별시송파구중대로80(문정동엘지트윈리젠시3층),
김성우정신과의원,의원,충청남도논산시중앙로498-1(화지동),
김수연정신건강의학과의원,의원,경기도용인시수지구수지로124성복스퀘어/근린생활시설302호(성복동),
김승일정신과의원,의원,대구광역시수성구명덕로368212호(수성동1가한가람코아),
김신경정신과의원,의원,경상북도영주시구성로346(영주동),
김신경정신과의원,의원,서울특별시양천구목동로211(신정동),
김안나정신건강의학과의원,의원,경상북도포항시북구포스코대로264-1(죽도동),
김양래휴정신과의원,의원,경기도부천시길주로272501호516호(중동코스모폴리탄),
김영미정신건강의학과의원,의원,부산광역시사하구낙동남로1414삼영빌딩9층(하단동),
김영우정신건강의학과의원,의원,서울특별시강북구도봉로321(수유동학성빌딩),
김영익정신과의원,의원,인천광역시남동구구월남로174(구월동206호),
김영헌정신과의원,의원,서울특별시노원구동일로1550208호(상계동고려프라자),
김영화정신과의원,의원,서울특별시동대문구전농로225층(답십리동엠제이빌딩),
김완중정신건강의학과의원,의원,대전광역시중구중앙로149301호(은행동한솔그린타워),
김용관정신건강의학과의원,의원,부산광역시부산진구중앙대로74714층(부전동그린메디컬센터),
김용호정신건강의학과의원,의원,서울특별시성동구왕십리로410상가L동136호(하왕십리동센트라스),
김욱중정신과의원,의원,충청남도공주시산성찬호길1(산성동),
김원정신건강의학과의원,의원,경기도수원시팔달구권광로197(인계동남현빌딩403호),
김유광정신건강의학과의원,의원,서울특별시마포구양화로503층(합정동),
김유진정신건강의학과의원,의원,경기도용인시수지구광교중앙로338광교우미뉴브A동R204호(상현동),
김윤원정신건강의학과의원,의원,부산광역시북구만덕대로155층(덕천동청암빌딩),
김인호정신건강의학과의원,의원,전라남도순천시팔마로205(덕암동),
김임신경정신과의원,의원,전라북도전주시완산구팔달로232한국투자증권빌딩3층(서노송동),
김재형정신건강의학과의원,의원,경상남도김해시장유로232코아상가203호(부곡동),
김재홍정신건강의학과의원,의원,울산광역시남구삼산로272201호(삼산동프리던스빌딩),
김정곤정신건강의학과의원,의원,울산광역시동구방어진순환도로7493층(전하동),
김정신건강의학과의원,의원,충청남도서산시고운로205(동문동),
김정신건강의학과의원,의원,서울특별시서초구강남대로4553층308호(서초동강남태영데시앙루브),
김정일정신건강의학과의원,의원,서울특별시강남구선릉로6033층(논현동),
김제시보건소,보건소,전라북도김제시성산길138,
김제헌신경정신과의원,의원,경기도부천시부천로69(심곡동),
김종길신경정신과의원,의원,부산광역시부산진구중앙대로786210호(전포동에메랄드홀),
김종숙정신건강의학과의원,의원,인천광역시부평구부평대로51(부평동),
김종억신경정신과의원,의원,인천광역시미추홀구경인로462(주안동),
김종우정신건강의학과의원,의원,경기도부천시부일로4723층(심곡동),
김종원정신건강의학과의원,의원,경기도용인시수지구풍덕천로119307호(풍덕천동로얄스포츠센타),
김종하정신과의원,의원,서울특별시강동구천호대로1123(길동),
김준정신건강의학과의원,의원,서울특별시강남구논현로833재경빌딩5층501호(신사동),https://kimjoonclinic.modoo.at/
김준형정신건강의학과의원,의원,울산광역시울주군언양읍동문길6565,
김준호정신건강의학과의원,의원,부산광역시사하구낙동대로214(괴정동),
김준홍정신건강의학과의원,의원,대구광역시수성구들안로262(수성동3가),
김지선정신건강의학과의원,의원,울산광역시남구삼산중로654층(달동제일빌딩),
김지은정신건강의학과의원,의원,대구광역시북구침산남로140엠비프라자4층403호(침산동),
김지훈정신건강의학과의원,의원,전라북도익산시동서로2303층1호(남중동),
김진성정신건강의학과의원,의원,대구광역시달서구월배로1062층(진천동),
김진수신경정신과의원,의원,경기도안양시동안구관악대로3364층(관양동),
김진용정신건강의학과의원,의원,경상북도경주시중앙로48번길3(동부동),
김찬우정신건강의학과의원,의원,경상남도거제시거제중앙로18932층(고현동),
김천시정신건강복지센터,기초정신건강복지센터,경상북도김천시체육공원길213층,
김천시보건소,보건소,경상북도김천시시청1길221,
김천신경정신건강의원,의원,경상북도김천시평화중앙8길15(평화동),
김철주정신건강의학과의원,의원,경상남도김해시가락로84(서상동),
김철진정신건강의학과의원,의원,대구광역시서구달구벌대로18832층(내당동),
김태수정신건강의학과의원,의원,인천광역시부평구경원대로12347층(산곡동삼주빌딩),
김태영정신건강의학과의원,의원,서울특별시노원구동일로1382303호(상계동),
김택수정신건강의학과의원,의원,인천광역시미추홀구미추홀대로716메인프라자동301호(주안동),
김평주정신건강의학과의원,의원,부산광역시사하구낙동대로4554층(하단동),
김포시보건소,보건소,경기도김포시사우중로108,
김포예사랑병원,병원,경기도김포시중봉1로12256층(감정동e삼메디칼센터),
김포한누리병원,병원,경기도김포시월곶면김포대로2515-26(),
김포한누리병원,기초정신건강복지센터,인천광역시강화군강화읍충렬사로26-1,www.ganghwa.go.kr
김표한정신건강의학과의원,의원,서울특별시동대문구망우로21길42층(휘경동),
